bug#	Dev#	Effort	jdt	jface	core	swt	ui	debug	ltk	text	jdi	search	compare	other
243	8	883.42	238.52	150.18	141.35	106.01	106.01	17.67	35.34	35.34	8.83	17.67	0.00	17.67	
244	69	498.33	109.63	14.95	0.00	149.50	9.97	39.87	4.98	29.90	0.00	24.92	34.88	14.95	
245	1	228.73	75.48	57.18	27.45	22.87	9.15	0.00	6.86	18.30	2.29	2.29	0.00	2.29	
246	65	363.40	98.12	58.14	94.48	7.27	10.90	50.88	25.44	3.63	3.63	3.63	0.00	3.63	
247	44	484.10	188.80	53.25	72.62	19.36	33.89	67.77	4.84	9.68	14.52	0.00	4.84	4.84	
248	24	443.45	53.21	35.48	119.73	115.30	66.52	4.43	4.43	8.87	13.30	4.43	8.87	0.00	
249	65	843.60	42.18	25.31	143.41	33.74	210.90	92.80	42.18	101.23	42.18	59.05	33.74	8.44	
250	72	395.51	154.25	118.65	43.51	31.64	19.78	11.87	3.96	7.91	3.96	0.00	0.00	0.00	
251	43	573.87	195.12	5.74	86.08	68.86	40.17	80.34	5.74	17.22	0.00	40.17	0.00	5.74	
252	65	396.44	154.61	27.75	23.79	11.89	7.93	91.18	47.57	19.82	7.93	3.96	0.00	0.00	
253	19	116.11	23.22	13.93	16.26	11.61	24.38	3.48	6.97	2.32	5.81	3.48	0.00	0.00	
254	54	880.67	184.94	228.97	0.00	8.81	184.94	0.00	167.33	0.00	35.23	26.42	17.61	8.81	
255	1	383.68	103.59	61.39	42.20	23.02	26.86	23.02	42.20	11.51	19.18	15.35	3.84	3.84	
256	67	15.80	7.58	4.42	0.63	0.95	0.47	0.79	0.63	0.16	0.16	0.00	0.00	0.00	
257	47	145.99	35.04	36.50	43.80	11.68	2.92	2.92	2.92	1.46	2.92	4.38	1.46	0.00	
258	20	596.01	137.08	178.80	17.88	11.92	77.48	0.00	11.92	11.92	71.52	0.00	47.68	5.96	
259	77	530.10	42.41	31.81	10.60	100.72	137.83	37.11	79.51	0.00	21.20	26.50	0.00	10.60	
260	31	70.12	32.95	0.00	4.91	0.70	7.01	4.91	2.10	0.70	1.40	2.10	7.71	3.51	
261	22	628.68	251.47	220.04	69.15	31.43	6.29	0.00	25.15	18.86	6.29	0.00	0.00	0.00	
262	18	291.26	107.77	37.86	87.38	5.83	2.91	5.83	14.56	5.83	5.83	8.74	2.91	2.91	
263	36	147.37	38.32	14.74	54.53	16.21	5.89	7.37	1.47	1.47	1.47	2.95	1.47	1.47	
264	58	1.92	0.36	0.31	0.10	0.44	0.31	0.17	0.08	0.04	0.02	0.02	0.00	0.00	
265	38	544.49	49.00	157.90	114.34	87.12	38.11	38.11	10.89	16.33	5.44	10.89	10.89	5.44	
266	50	322.15	0.00	67.65	28.99	86.98	6.44	51.54	38.66	6.44	3.22	12.89	6.44	9.66	
267	18	476.51	76.24	81.01	76.24	90.54	4.77	71.48	38.12	0.00	14.30	14.30	4.77	0.00	
268	6	657.77	26.31	223.64	164.44	92.09	46.04	52.62	6.58	19.73	0.00	19.73	0.00	0.00	
269	2	746.92	358.52	44.82	37.35	97.10	74.69	29.88	14.94	14.94	29.88	29.88	7.47	0.00	
270	8	603.30	156.86	72.40	48.26	66.36	78.43	42.23	54.30	18.10	12.07	12.07	0.00	18.10	
271	38	720.62	100.89	28.82	172.95	72.06	115.30	93.68	7.21	14.41	7.21	14.41	28.82	21.62	
272	65	992.02	357.13	218.25	89.28	89.28	119.04	29.76	49.60	9.92	0.00	9.92	9.92	9.92	
273	54	89.83	17.07	26.05	23.36	9.88	3.59	2.69	2.69	0.90	1.80	0.90	0.90	0.00	
274	12	202.04	32.33	56.57	40.41	14.14	22.22	2.02	4.04	4.04	12.12	6.06	6.06	0.00	
275	62	410.22	188.70	110.76	32.82	12.31	8.20	28.72	4.10	12.31	4.10	0.00	0.00	4.10	
276	19	915.96	357.22	73.28	238.15	82.44	18.32	18.32	36.64	45.80	9.16	27.48	0.00	9.16	
277	68	339.60	6.79	54.34	6.79	61.13	33.96	47.54	0.00	23.77	20.38	40.75	16.98	3.40	
278	61	555.86	88.94	83.38	205.67	50.03	66.70	16.68	5.56	22.23	5.56	5.56	0.00	0.00	
279	20	550.61	308.34	66.07	38.54	44.05	38.54	11.01	0.00	0.00	5.51	5.51	16.52	5.51	
280	60	672.14	322.63	6.72	73.94	47.05	73.94	26.89	13.44	13.44	60.49	6.72	6.72	0.00	
281	51	818.78	106.44	425.77	106.44	32.75	90.07	8.19	16.38	16.38	8.19	8.19	0.00	0.00	
282	33	301.38	45.21	60.28	93.43	0.00	63.29	9.04	15.07	0.00	9.04	3.01	0.00	3.01	
283	48	445.37	240.50	35.63	17.81	40.08	4.45	26.72	0.00	48.99	0.00	4.45	4.45	13.36	
284	67	165.28	62.81	1.65	59.50	16.53	3.31	4.96	1.65	3.31	3.31	0.00	0.00	3.31	
285	56	521.51	99.09	46.94	10.43	20.86	114.73	57.37	67.80	20.86	10.43	20.86	15.65	10.43	
286	25	50.86	17.29	10.68	9.66	3.05	2.03	0.51	0.51	2.54	1.53	1.53	0.00	0.51	
287	37	306.02	107.11	6.12	97.93	27.54	6.12	12.24	21.42	15.30	9.18	3.06	0.00	0.00	
288	55	576.83	115.37	190.35	74.99	74.99	5.77	5.77	17.30	17.30	17.30	0.00	34.61	11.54	
289	3	328.61	85.44	115.01	39.43	52.58	9.86	3.29	9.86	9.86	3.29	0.00	0.00	0.00	
290	38	144.97	11.60	30.44	28.99	8.70	23.19	5.80	2.90	8.70	2.90	5.80	1.45	1.45	
291	49	567.36	28.37	96.45	260.99	68.08	11.35	34.04	11.35	0.00	34.04	17.02	5.67	0.00	
292	18	329.39	167.99	16.47	69.17	42.82	0.00	6.59	13.18	9.88	3.29	0.00	0.00	0.00	
293	2	932.04	205.05	139.81	27.96	139.81	111.85	74.56	74.56	27.96	37.28	37.28	9.32	27.96	
294	34	446.74	26.80	138.49	62.54	84.88	40.21	13.40	17.87	13.40	17.87	13.40	0.00	0.00	
295	52	231.25	83.25	39.31	13.88	39.31	20.81	16.19	6.94	4.63	0.00	2.31	2.31	0.00	
296	63	50.24	5.53	14.07	7.03	2.01	6.53	4.02	3.52	1.51	1.00	2.01	1.00	0.50	
297	0	153.18	55.14	53.61	4.60	10.72	9.19	4.60	6.13	3.06	0.00	4.60	0.00	1.53	
298	46	621.22	192.58	6.21	55.91	105.61	80.76	24.85	37.27	55.91	0.00	24.85	0.00	18.64	
299	46	558.87	89.42	240.31	111.77	0.00	27.94	5.59	16.77	16.77	33.53	11.18	5.59	0.00	
300	22	610.09	146.42	183.03	6.10	103.72	30.50	73.21	6.10	0.00	12.20	30.50	12.20	0.00	
301	13	508.62	35.60	10.17	183.10	55.95	81.38	25.43	15.26	45.78	0.00	20.34	10.17	10.17	
302	7	69.16	27.66	13.83	10.37	1.38	4.84	0.69	3.46	1.38	2.07	1.38	0.69	0.00	
303	12	22.06	4.41	0.44	2.87	6.84	4.41	0.88	0.44	0.88	0.00	0.00	0.22	0.44	
304	27	583.42	64.18	17.50	145.86	46.67	87.51	75.85	11.67	58.34	0.00	5.83	23.34	11.67	
305	21	139.84	12.59	13.98	50.34	12.59	16.78	20.98	2.80	1.40	4.20	1.40	0.00	1.40	
306	24	750.45	150.09	60.04	247.65	165.10	37.52	22.51	30.02	22.51	7.50	0.00	0.00	0.00	
307	7	609.20	60.92	134.02	54.83	188.85	48.74	6.09	67.01	18.28	6.09	0.00	0.00	6.09	
308	63	591.38	236.55	17.74	11.83	88.71	88.71	47.31	11.83	23.66	29.57	11.83	5.91	0.00	
309	62	579.32	121.66	156.42	57.93	34.76	63.73	34.76	17.38	0.00	17.38	0.00	34.76	11.59	
310	31	544.22	81.63	54.42	76.19	16.33	87.07	48.98	43.54	43.54	43.54	32.65	0.00	10.88	
311	4	359.12	17.96	82.60	93.37	25.14	7.18	17.96	35.91	10.77	7.18	10.77	25.14	10.77	
312	36	945.88	293.22	37.84	359.43	9.46	85.13	9.46	37.84	9.46	18.92	9.46	28.38	18.92	
313	19	276.30	82.89	5.53	96.71	16.58	27.63	8.29	2.76	13.82	5.53	0.00	2.76	5.53	
314	43	547.03	131.29	131.29	76.58	54.70	60.17	27.35	27.35	16.41	10.94	5.47	5.47	0.00	
315	50	368.79	84.82	103.26	73.76	25.82	14.75	14.75	0.00	11.06	18.44	7.38	0.00	3.69	
316	37	815.52	252.81	40.78	195.72	89.71	32.62	24.47	73.40	8.16	8.16	40.78	8.16	16.31	
317	76	348.82	115.11	90.69	87.20	20.93	3.49	3.49	10.46	6.98	6.98	3.49	0.00	0.00	
318	77	809.84	388.72	121.48	48.59	64.79	72.89	72.89	8.10	24.30	8.10	0.00	0.00	0.00	
319	55	486.38	116.73	111.87	136.19	9.73	53.50	0.00	34.05	14.59	4.86	4.86	0.00	0.00	
320	36	779.38	280.58	15.59	101.32	210.43	23.38	15.59	46.76	31.18	0.00	15.59	15.59	7.79	
321	71	666.78	313.39	140.02	33.34	86.68	20.00	0.00	40.01	6.67	6.67	0.00	13.34	6.67	
322	2	456.19	0.00	4.56	82.11	77.55	86.68	27.37	91.24	27.37	22.81	18.25	4.56	4.56	
323	65	460.59	64.48	87.51	36.85	55.27	124.36	9.21	18.42	18.42	27.64	0.00	9.21	0.00	
324	57	124.03	26.05	12.40	48.37	2.48	8.68	7.44	8.68	1.24	2.48	2.48	1.24	0.00	
325	12	102.01	1.02	55.08	15.30	6.12	7.14	7.14	1.02	2.04	1.02	0.00	1.02	3.06	
326	74	910.58	191.22	109.27	227.64	18.21	36.42	36.42	127.48	81.95	0.00	54.63	9.11	9.11	
327	67	470.88	103.59	80.05	65.92	42.38	56.51	47.09	23.54	4.71	9.42	9.42	0.00	18.84	
328	40	571.95	337.45	5.72	68.63	34.32	40.04	22.88	22.88	5.72	11.44	5.72	5.72	0.00	
329	67	606.55	230.49	145.57	24.26	24.26	42.46	36.39	24.26	48.52	6.07	12.13	0.00	6.07	
330	0	95.78	4.79	40.23	11.49	12.45	15.32	0.96	1.92	1.92	2.87	0.96	0.96	0.00	
331	40	709.94	42.60	234.28	7.10	63.89	85.19	78.09	21.30	85.19	7.10	21.30	35.50	7.10	
332	31	306.67	168.67	3.07	46.00	55.20	9.20	3.07	9.20	3.07	3.07	0.00	3.07	3.07	
333	24	699.34	258.76	132.87	153.85	90.91	20.98	0.00	6.99	13.99	6.99	0.00	0.00	6.99	
334	12	931.39	335.30	204.91	46.57	9.31	93.14	46.57	55.88	46.57	55.88	9.31	18.63	9.31	
335	3	30.70	11.05	3.07	0.92	0.31	3.99	2.76	2.46	1.23	1.23	0.31	0.61	0.31	
336	37	179.98	79.19	39.60	27.00	3.60	7.20	12.60	0.00	5.40	0.00	1.80	1.80	0.00	
337	13	954.19	85.88	76.33	333.97	104.96	9.54	19.08	114.50	76.33	0.00	47.71	28.63	38.17	
338	44	283.45	31.18	93.54	42.52	28.35	25.51	11.34	2.83	8.50	25.51	5.67	2.83	2.83	
339	47	604.82	332.65	84.68	90.72	60.48	12.10	12.10	0.00	0.00	0.00	0.00	6.05	6.05	
340	41	851.23	212.81	102.15	195.78	187.27	17.02	76.61	25.54	8.51	8.51	0.00	8.51	8.51	
341	51	188.26	28.24	37.65	69.66	22.59	3.77	3.77	3.77	3.77	7.53	3.77	1.88	1.88	
342	53	675.92	162.22	236.57	87.87	0.00	6.76	54.07	40.56	6.76	20.28	20.28	20.28	13.52	
343	67	67.83	7.46	8.14	26.45	9.50	3.39	5.43	2.71	0.68	0.68	2.03	0.68	0.68	
344	4	316.49	110.77	72.79	79.12	18.99	15.82	0.00	3.16	0.00	0.00	6.33	0.00	6.33	
345	77	250.72	2.51	42.62	42.62	57.67	17.55	20.06	15.04	30.09	5.01	5.01	0.00	5.01	
346	43	579.85	208.75	28.99	168.16	69.58	40.59	0.00	34.79	0.00	0.00	0.00	0.00	11.60	
347	15	748.06	314.19	29.92	89.77	37.40	67.33	82.29	52.36	44.88	7.48	0.00	0.00	7.48	
348	14	837.21	92.09	25.12	33.49	100.47	276.28	66.98	66.98	16.74	33.49	33.49	8.37	8.37	
349	35	604.84	120.97	290.32	84.68	42.34	30.24	12.10	18.15	6.05	0.00	0.00	0.00	0.00	
350	8	944.65	245.61	56.68	283.39	66.13	56.68	9.45	47.23	75.57	37.79	18.89	9.45	9.45	
351	1	292.68	105.36	96.58	26.34	20.49	5.85	20.49	0.00	2.93	2.93	2.93	2.93	2.93	
352	69	673.50	148.17	127.97	188.58	33.68	33.68	47.15	20.21	33.68	13.47	6.74	13.47	6.74	
353	66	284.83	159.50	39.88	34.18	28.48	11.39	0.00	8.54	0.00	0.00	0.00	2.85	0.00	
354	32	828.13	91.09	41.41	265.00	8.28	132.50	66.25	91.09	16.56	66.25	8.28	24.84	8.28	
355	1	313.24	97.11	6.26	15.66	72.05	3.13	6.26	6.26	0.00	37.59	25.06	3.13	9.40	
356	4	266.38	103.89	55.94	26.64	10.66	13.32	2.66	5.33	18.65	2.66	13.32	5.33	2.66	
357	22	289.90	75.38	84.07	60.88	5.80	20.29	14.50	8.70	2.90	5.80	8.70	2.90	0.00	
358	6	518.43	311.06	103.69	15.55	20.74	15.55	15.55	10.37	10.37	5.18	5.18	0.00	5.18	
359	46	576.88	98.07	138.45	201.91	40.38	40.38	5.77	5.77	28.84	0.00	5.77	0.00	5.77	
360	32	596.45	196.83	95.43	29.82	83.50	107.36	11.93	11.93	0.00	11.93	17.89	5.96	5.96	
361	35	53.43	18.17	13.36	5.88	8.01	3.21	3.21	0.53	0.00	0.53	0.00	0.00	0.53	
362	68	420.38	147.13	37.83	84.08	29.43	42.04	37.83	12.61	12.61	4.20	4.20	0.00	0.00	
363	14	766.11	452.00	45.97	91.93	68.95	7.66	30.64	45.97	15.32	0.00	7.66	0.00	0.00	
364	0	373.05	175.33	78.34	22.38	48.50	18.65	3.73	14.92	3.73	0.00	0.00	0.00	3.73	
365	46	293.84	67.58	0.00	41.14	58.77	44.08	11.75	11.75	23.51	8.82	14.69	0.00	5.88	
366	44	202.93	44.64	28.41	46.67	36.53	18.26	8.12	4.06	2.03	2.03	4.06	0.00	4.06	
367	53	921.14	488.20	165.81	165.81	0.00	9.21	46.06	18.42	0.00	9.21	9.21	0.00	0.00	
368	42	478.62	229.74	38.29	105.30	52.65	19.14	4.79	19.14	0.00	4.79	0.00	4.79	0.00	
369	53	316.78	53.85	22.17	101.37	3.17	41.18	6.34	15.84	9.50	9.50	9.50	3.17	19.01	
370	38	271.36	62.41	40.70	16.28	10.85	70.55	2.71	0.00	35.28	2.71	19.00	2.71	5.43	
371	9	363.09	94.40	7.26	50.83	14.52	29.05	36.31	3.63	76.25	0.00	10.89	10.89	10.89	
372	73	707.16	226.29	148.50	14.14	127.29	56.57	56.57	14.14	0.00	14.14	14.14	21.21	7.07	
373	27	694.30	55.54	201.35	173.58	55.54	13.89	48.60	76.37	0.00	6.94	27.77	6.94	0.00	
374	51	539.27	53.93	102.46	59.32	91.68	75.50	43.14	5.39	37.75	43.14	10.79	5.39	5.39	
375	71	174.90	75.21	26.24	15.74	24.49	0.00	15.74	10.49	1.75	1.75	1.75	1.75	0.00	
376	51	293.63	32.30	8.81	99.83	17.62	32.30	2.94	32.30	2.94	23.49	8.81	11.75	8.81	
377	37	197.30	11.84	110.49	13.81	13.81	1.97	11.84	13.81	0.00	11.84	5.92	1.97	0.00	
378	19	730.08	423.45	167.92	36.50	0.00	36.50	14.60	14.60	0.00	7.30	21.90	0.00	0.00	
379	41	188.73	37.75	16.99	45.29	43.41	9.44	11.32	9.44	5.66	0.00	5.66	1.89	1.89	
380	36	33.12	5.63	11.92	6.62	2.65	2.65	0.00	0.66	0.33	0.66	0.99	0.66	0.00	
381	38	901.02	135.15	36.04	207.24	234.27	72.08	135.15	9.01	45.05	9.01	9.01	0.00	9.01	
382	63	36.62	2.56	8.79	8.42	6.23	2.20	2.20	0.73	1.46	1.10	1.46	1.10	0.37	
383	39	894.46	286.23	62.61	116.28	53.67	116.28	107.34	80.50	26.83	8.94	8.94	8.94	8.94	
384	28	933.81	158.75	270.80	140.07	9.34	28.01	93.38	56.03	112.06	9.34	0.00	9.34	9.34	
385	58	521.49	57.36	245.10	15.64	93.87	41.72	26.07	10.43	20.86	0.00	5.21	0.00	5.21	
386	14	909.60	181.92	218.30	181.92	9.10	45.48	54.58	63.67	18.19	9.10	81.86	18.19	9.10	
387	0	743.67	290.03	163.61	29.75	81.80	7.44	7.44	66.93	44.62	29.75	0.00	7.44	7.44	
388	41	337.29	121.42	57.34	47.22	13.49	50.59	3.37	3.37	6.75	13.49	6.75	3.37	6.75	
389	7	272.00	21.76	24.48	38.08	5.44	38.08	68.00	8.16	40.80	10.88	8.16	5.44	0.00	
390	53	31.91	4.79	4.47	1.28	7.66	1.91	5.42	0.32	0.32	1.91	0.00	0.32	2.23	
391	59	976.30	419.81	107.39	156.21	19.53	9.76	87.87	48.82	68.34	29.29	9.76	9.76	0.00	
392	5	272.58	27.26	68.15	5.45	8.18	70.87	0.00	35.44	13.63	0.00	10.90	8.18	5.45	
393	44	853.92	68.31	136.63	42.70	119.55	0.00	76.85	102.47	179.32	42.70	8.54	8.54	42.70	
394	76	165.64	76.19	19.88	18.22	11.59	11.59	11.59	3.31	1.66	4.97	0.00	1.66	0.00	
395	8	345.03	82.81	86.26	69.01	44.85	17.25	3.45	10.35	6.90	10.35	3.45	3.45	0.00	
396	57	487.19	175.39	155.90	53.59	58.46	9.74	4.87	0.00	14.62	4.87	0.00	4.87	0.00	
397	75	615.22	67.67	326.07	116.89	43.07	24.61	12.30	6.15	6.15	6.15	0.00	0.00	0.00	
398	3	532.33	212.93	37.26	37.26	74.53	5.32	90.50	21.29	10.65	15.97	5.32	0.00	10.65	
399	34	952.35	38.09	28.57	171.42	304.75	66.66	209.52	19.05	19.05	38.09	28.57	9.52	0.00	
400	0	118.74	30.87	29.68	0.00	2.37	32.06	9.50	7.12	4.75	1.19	0.00	0.00	0.00	
401	45	422.69	59.18	105.67	101.45	50.72	42.27	4.23	8.45	16.91	12.68	4.23	0.00	12.68	
402	31	704.31	338.07	70.43	98.60	49.30	28.17	49.30	7.04	7.04	7.04	7.04	21.13	14.09	
403	73	850.74	272.24	221.19	110.60	153.13	42.54	8.51	8.51	0.00	0.00	25.52	0.00	0.00	
404	24	335.34	13.41	120.72	36.89	50.30	26.83	26.83	23.47	6.71	16.77	6.71	3.35	3.35	
405	8	400.16	140.06	44.02	24.01	60.02	4.00	48.02	8.00	16.01	12.00	24.01	4.00	0.00	
406	18	646.06	226.12	187.36	77.53	90.45	12.92	19.38	12.92	6.46	6.46	6.46	0.00	0.00	
407	36	83.89	40.27	9.23	7.55	3.36	5.87	10.07	2.52	0.84	2.52	0.00	0.84	0.00	
408	31	480.55	201.83	96.11	9.61	67.28	33.64	19.22	9.61	28.83	0.00	4.81	4.81	4.81	
409	15	385.58	219.78	38.56	38.56	15.42	7.71	11.57	7.71	0.00	3.86	11.57	3.86	0.00	
410	42	549.64	181.38	54.96	49.47	43.97	21.99	98.93	38.47	27.48	16.49	5.50	0.00	5.50	
411	55	469.68	248.93	56.36	14.09	75.15	32.88	0.00	23.48	14.09	0.00	4.70	0.00	0.00	
412	40	310.68	31.07	3.11	90.10	40.39	21.75	71.46	21.75	9.32	6.21	9.32	3.11	0.00	
413	42	753.29	0.00	37.66	429.38	105.46	37.66	37.66	52.73	15.07	7.53	22.60	0.00	0.00	
414	9	456.57	187.19	4.57	146.10	36.53	18.26	31.96	9.13	9.13	0.00	9.13	4.57	0.00	
415	42	640.84	269.15	32.04	96.13	57.68	25.63	64.08	38.45	6.41	19.23	6.41	0.00	0.00	
416	63	807.77	72.70	226.18	48.47	145.40	121.17	24.23	56.54	16.16	8.08	32.31	16.16	24.23	
417	65	135.97	40.79	5.44	9.52	6.80	5.44	9.52	19.04	16.32	13.60	5.44	2.72	1.36	
418	32	351.13	31.60	14.05	14.05	3.51	38.62	73.74	7.02	17.56	17.56	66.71	7.02	35.11	
419	12	669.27	247.63	160.62	6.69	40.16	0.00	46.85	6.69	60.23	46.85	26.77	6.69	13.39	
420	5	790.61	419.02	63.25	47.44	47.44	86.97	39.53	23.72	31.62	7.91	15.81	0.00	0.00	
421	3	561.79	252.81	140.45	22.47	50.56	11.24	5.62	22.47	22.47	22.47	5.62	5.62	0.00	
422	75	446.13	26.77	107.07	182.91	26.77	31.23	44.61	8.92	0.00	4.46	4.46	4.46	4.46	
423	54	3.05	0.03	0.09	0.18	0.67	0.12	0.86	0.64	0.18	0.09	0.09	0.00	0.03	
424	7	129.43	36.24	49.19	27.18	1.29	6.47	3.88	2.59	0.00	1.29	1.29	0.00	0.00	
425	44	597.86	17.94	191.32	131.53	107.62	29.89	41.85	23.91	29.89	5.98	0.00	0.00	0.00	
426	72	762.02	441.97	15.24	60.96	0.00	68.58	30.48	76.20	30.48	22.86	7.62	7.62	0.00	
427	23	442.25	110.56	106.14	8.84	8.84	123.83	35.38	0.00	8.84	17.69	4.42	13.27	0.00	
428	10	796.52	446.05	55.76	95.58	7.97	87.62	31.86	7.97	23.90	15.93	7.97	7.97	7.97	
429	31	259.69	106.47	31.16	38.95	46.74	5.19	10.39	5.19	7.79	2.60	0.00	0.00	2.60	
430	21	823.92	24.72	90.63	156.55	205.98	82.39	107.11	65.91	32.96	24.72	8.24	16.48	8.24	
431	27	470.56	56.47	159.99	98.82	70.58	9.41	18.82	4.71	32.94	4.71	0.00	4.71	4.71	
432	0	255.43	22.99	40.87	17.88	53.64	12.77	48.53	30.65	12.77	10.22	2.55	0.00	0.00	
433	71	709.25	397.18	106.39	14.18	56.74	0.00	49.65	0.00	0.00	14.18	7.09	35.46	21.28	
434	23	368.58	136.38	55.29	99.52	33.17	14.74	3.69	11.06	3.69	7.37	0.00	3.69	0.00	
435	29	444.39	79.99	48.88	155.54	17.78	13.33	44.44	17.78	22.22	13.33	13.33	13.33	4.44	
436	70	805.94	40.30	193.43	209.55	201.49	40.30	56.42	0.00	16.12	0.00	16.12	24.18	8.06	
437	11	120.70	65.18	18.10	6.03	15.69	3.62	6.03	3.62	1.21	1.21	0.00	0.00	0.00	
438	23	364.17	101.97	21.85	98.33	32.78	14.57	29.13	14.57	18.21	0.00	3.64	10.93	7.28	
439	12	919.16	64.34	321.71	193.02	73.53	55.15	119.49	27.57	0.00	0.00	27.57	9.19	0.00	
440	40	459.82	78.17	73.57	110.36	119.55	22.99	13.79	13.79	9.20	4.60	4.60	4.60	4.60	
441	6	542.90	38.00	184.58	21.72	76.01	43.43	108.58	16.29	21.72	21.72	0.00	5.43	0.00	
442	30	401.02	28.07	44.11	104.27	124.32	52.13	16.04	12.03	12.03	4.01	0.00	4.01	0.00	
443	63	764.82	229.45	15.30	145.32	206.50	53.54	15.30	38.24	22.94	15.30	7.65	0.00	7.65	
444	16	724.04	57.92	130.33	72.40	14.48	43.44	72.40	188.25	86.89	0.00	14.48	21.72	7.24	
445	20	131.85	46.15	9.23	30.33	18.46	11.87	7.91	2.64	1.32	0.00	0.00	0.00	2.64	
446	47	609.85	91.48	30.49	85.38	54.89	103.67	30.49	24.39	109.77	30.49	12.20	12.20	6.10	
447	20	688.38	385.49	41.30	110.14	20.65	27.54	20.65	13.77	27.54	20.65	0.00	6.88	6.88	
448	74	313.93	87.90	31.39	84.76	40.81	3.14	25.11	9.42	0.00	15.70	3.14	6.28	3.14	
449	3	763.96	313.22	45.84	99.31	91.68	15.28	30.56	38.20	61.12	22.92	30.56	7.64	7.64	
450	3	706.35	49.44	21.19	183.65	14.13	233.09	91.82	56.51	0.00	14.13	14.13	7.06	7.06	
451	45	340.69	95.39	57.92	30.66	27.26	10.22	34.07	30.66	20.44	3.41	10.22	3.41	0.00	
452	73	307.70	116.92	110.77	27.69	15.38	0.00	9.23	12.31	9.23	3.08	0.00	0.00	0.00	
453	66	772.30	177.63	54.06	208.52	92.68	54.06	100.40	46.34	0.00	23.17	7.72	0.00	7.72	
454	42	547.39	125.90	197.06	98.53	76.64	0.00	10.95	5.47	21.90	5.47	0.00	5.47	0.00	
455	72	338.31	40.60	175.92	27.06	23.68	3.38	10.15	0.00	13.53	13.53	20.30	6.77	0.00	
456	38	587.02	246.55	5.87	46.96	5.87	146.75	41.09	46.96	5.87	17.61	17.61	5.87	0.00	
457	68	373.48	194.21	37.35	41.08	22.41	7.47	0.00	11.20	18.67	11.20	18.67	7.47	3.73	
458	25	713.75	285.50	99.93	28.55	14.28	121.34	49.96	7.14	35.69	28.55	21.41	14.28	7.14	
459	31	277.93	105.61	33.35	5.56	8.34	63.92	16.68	27.79	2.78	8.34	2.78	0.00	2.78	
460	71	584.90	152.07	157.92	58.49	52.64	64.34	40.94	23.40	23.40	0.00	5.85	0.00	0.00	
461	59	271.38	151.97	43.42	24.42	5.43	16.28	2.71	8.14	2.71	8.14	0.00	0.00	2.71	
462	76	107.89	10.79	10.79	38.84	26.97	6.47	8.63	1.08	3.24	0.00	0.00	0.00	0.00	
463	16	162.19	27.57	14.60	38.93	42.17	3.24	12.98	8.11	8.11	4.87	1.62	0.00	0.00	
464	25	382.73	7.65	91.86	0.00	91.86	61.24	57.41	42.10	15.31	11.48	3.83	0.00	0.00	
465	10	937.06	431.05	159.30	187.41	18.74	0.00	74.96	28.11	9.37	0.00	9.37	9.37	9.37	
466	36	373.00	26.11	48.49	26.11	55.95	100.71	41.03	26.11	3.73	0.00	3.73	3.73	11.19	
467	11	589.76	330.27	106.16	5.90	58.98	5.90	11.80	29.49	23.59	5.90	5.90	5.90	0.00	
468	5	62.63	21.92	17.54	7.52	3.13	1.88	5.64	3.13	0.00	0.63	0.63	0.63	0.00	
469	42	170.19	57.86	62.97	10.21	13.62	6.81	1.70	5.11	6.81	0.00	3.40	0.00	1.70	
470	9	100.21	54.11	28.06	7.01	6.01	2.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	
471	50	591.31	171.48	171.48	82.78	5.91	11.83	59.13	0.00	23.65	35.48	17.74	0.00	0.00	
472	2	929.10	483.13	157.95	176.53	37.16	18.58	18.58	0.00	9.29	0.00	0.00	0.00	0.00	
473	54	747.95	112.19	44.88	14.96	52.36	157.07	142.11	29.92	44.88	14.96	14.96	59.84	14.96	
474	3	296.17	106.62	82.93	5.92	8.88	17.77	35.54	11.85	5.92	2.96	11.85	2.96	2.96	
475	1	114.74	12.62	34.42	22.95	22.95	0.00	3.44	2.29	8.03	2.29	3.44	1.15	1.15	
476	10	766.02	344.71	107.24	7.66	30.64	99.58	53.62	53.62	7.66	38.30	7.66	7.66	7.66	
477	34	260.97	7.83	80.90	0.00	2.61	39.15	10.44	2.61	36.54	15.66	20.88	7.83	2.61	
478	28	431.52	172.61	30.21	81.99	12.95	77.67	25.89	8.63	12.95	4.32	4.32	0.00	0.00	
479	15	879.09	263.73	254.94	61.54	17.58	8.79	96.70	17.58	52.75	61.54	26.37	0.00	8.79	
480	75	690.14	379.58	144.93	34.51	82.82	6.90	27.61	6.90	6.90	0.00	0.00	0.00	0.00	
481	58	623.75	93.56	274.45	37.42	124.75	0.00	6.24	31.19	24.95	12.47	12.47	0.00	0.00	
482	53	583.35	134.17	239.17	116.67	52.50	0.00	17.50	5.83	11.67	5.83	0.00	0.00	0.00	
483	15	626.01	231.62	131.46	37.56	25.04	12.52	56.34	12.52	43.82	18.78	0.00	25.04	6.26	
484	62	401.89	168.80	80.38	8.04	20.09	52.25	4.02	8.04	16.08	4.02	8.04	0.00	0.00	
485	20	228.42	127.91	31.98	18.27	0.00	15.99	2.28	6.85	15.99	4.57	2.28	2.28	0.00	
486	17	720.77	353.18	79.28	28.83	7.21	151.36	0.00	21.62	50.45	14.42	0.00	0.00	7.21	
